song_id,annotated_patterns,selected_patterns
NLB073287_01,"8_8_6_5_3,5_5_5_5,8_1","3_3,5_3,5_5_5_5_5,5_5_3_3_1_5,5_5,8_8,3_3_5_6_5_5,3_3_3,6_5,5_5_5_8,5_5_5_5,1_5,3_1,5_5_5_5_5_5,5_5_5"
NLB073287_02,"8_8_6_5_3,5_5_5_5,8_1","3_3,5_3,5_5_5_5_5,8_8,5_5,3_3_5_6_5_5,3_5,3_3_3,6_5,5_5_5_5,8_8_8,8_8_8_8,5_5_5"
NLB073296_01,"8_8_8_8_6_6_5,8_1,8_8_6_8_10_10_10","1_1_3_1_3_5,8_1_1_3_1_3,1_1,8_8,5_5,8_8_8_8_8_6,3_5,1_3_1_3,8_1_1_3_1,8_1,10_10,3_1,8_8_8,8_8_8_8,1_3_1_3_5,1_3,1_3_1_3_5_5"
NLB073298_01,"12_10,3_1","8_8,3_10,8_3,8_3_10_8,10_8_3,8_8_1_12_12,8_1,1_12_10_8_3_10,8_5,12_12,12_10,10_8_3_10,8_8_8_1_12_12,8_3_10,8_8_1_12_12_10,10_8,12_10_8_3_10,10_8_3_10_8,12_10_8_3_10_8,1_12"
NLB073304_01,"3_12_10_8,8_6_5_3,6_8_10_10,8_8_8_8_1","5_3,6_8,8_8,3_5,1_3_5,8_1_3_5_6_8,8_8_8,5_6_8,8_8_8_1_3_5,1_3_5_6_8_10,3_5_6_8,10_8_8_8_8_1,8_8_8_8_1_3,8_8_1_3_5_6,1_3_5_6,1_3_5_6_8_6,3_5_6,1_3,5_6,1_3_5_6_8"
NLB073311_01,"5_8_6_5_3_1,8_10_8_5_3_1","5_3,3_1_8_5_8_10,3_5,5_3_1_8_5_8,6_5,8_6,3_1,1_8_5_8_10,1_1,1_1_3_5_8_6,8_5_8_10_8_10,5_8_10_8_10_8,1_8_5_8_10_8,3_1_8_5_8,8_10_8,5_8_10_8_10,1_1_1_3_5_8,8_10,10_8,5_8"
NLB073324_01,"8_5_1_8,8_8_1,1_5_10_8,5_10,8_10_12_1,12_10_8","1_5_10_10_10,1_8,8_8,5_10_10_10_6_8,5_1_8_5_3,1_5_10,8_5,1_5_10_10_10_6,5_1_8_5_3_1,5_1,5_10,1_5,5_10_10_10_6,1_5_1_5,10_8_8,8_10,10_8,8_8_5_1_8_5,10_10,8_1_5_10_10_10"
NLB073326_01,"5_5_5_5_10_8,3_10,5_3_1","5_3,8_8,8_6,3_1,1_10_1_1_3,1_1,5_5,1_10_1_1,10_1_1_3_1_12,10_1_1_3,5_10,1_10_1_1_3_1,5_5_5,8_10,5_10_8_10_8,10_8,10_1_1_3_1,5_5_5_5_10_8,5_1_1_10_1"
NLB073331_01,"6_5_6_8_10_10_10,8_6_5,8_8_8_1","6_8,8_8,3_1,5_6_8,8_8_1_1_3,3_3,1_1,5_5,8_1,8_1_1_3_3_1,1_1_3_3_1_3,3_3_1_3_5_5,1_3_3_1_3_5,1_3_3_1_3,1_3,5_6,1_1_3_3_1,8_8_8_1_1_3,8_8_1_1_3_3,8_8_8_1_1"
NLB073333_01,"3_6_3_1,5_5_5_5,8_8_1,5_8_1","5_3,8_8,8_1_12_1_12,8_1_12_1_12_10,3_1,5_8_1_3_6_3,5_5,12_10_8_5_3_1,12_1_12_10_8_5,8_1_3_6_3_1,8_1,8_1_3_6_3,12_10,10_8_5_3_1_12,1_3,10_8,1_12_10,12_10_8_5_3,8_5_3_1_12_10,1_12"
NLB073337_02,"5_1,6_5_3,8_1","3_3,5_3,6_5_6_5_3,5_6_5_1_3_12,1_1,3_5,3_3_3,3_3_5_1,5_1,5_6_5,1_1_3_3,6_5,6_5_1_3_12_1,3_3_3_3,6_5_1_3_12,3_3_5,1_3,5_6"
NLB073339_01,"3_12,12_10_8","3_3,10_8,8_8,10_10_8_12_12,3_3_3,3_3_3_3_3_3,10_8_12_12,10_10,3_3_3_3,8_8_8,12_12,8_8_8_8,3_3_3_3_3"
NLB073374_01,"3_5_6_8_10_12_8_1_1,8_3,3_5_6_8_10_12_12_1_1,10_8_5_6_5,1_5_8","6_5,12_10_8_6_6_5,3_1_12_10_8_6,6_8_10_12,1_12_10_8,1_12_10_8_6_6,1_1_3_1_12_10,12_10,1_1_3_1_12,1_5,1_3_1_12_10_8,3_5_6_8_10_12,12_10_8,12_10_8_6_6,5_6,8_10,10_8,1_12_10,5_6_8_10_12,1_12"
NLB073393_01,"3_8_5_3_1,8_1_8_5_3_1","5_1_3_8_5_3,5_3,10_8,5_5,10_10_8_1_8_5,6_5_3_3_10,8_1,10_10,1_5_5,6_5_3_3_10_10,1_5,1_5_5_5,8_5,3_1,3_10_10_8_1_8,8_6_5_3_3_10,10_8_1_8_5_3,5_5_5"
NLB073404_01,"10_8,3_5_7_8","5_3,8_8,8_12_10_8,3_5,1_3_3_5_3_8,8_6,3_8,3_1,3_3,1_1,3_3_5_3_8,8_12_10_8_8,3_1_1_3_3,3_3_5_3_8_8,3_1_1_3_3_5,8_12_10,1_3,1_1_3_3_5_3,10_8,1_3_3_5_3"
NLB073426_01,"1_12_10_8,3_3_3_3","3_3,12_10,10_8,1_1,3_3_3,1_12,10_8_3_1_12_10,3_3_3_3_3_3,3_3_3_3,3_1_12,3_1,10_8_8_8_1_1,3_1_12_10_8,3_1_12_10,3_3_3_3_3"
NLB073483_01,"8_8_6_5_3,5_5_5_5,1_8,8_1","3_3,5_3,5_5_5_5_5,8_1_1_1_3,1_1,5_5,5_3_1,3_5,3_5_3_1_8,5_5_5_5,3_1,5_5_5_5_5_5,8_1_1_1,5_5_5"
NLB073486_01,"10_10_8_6_5_3,1_5_8","5_3,10_8_6_5_3,1_1,6_5_3,8_8,5_3_1,8_1_1_3_6_5,8_1_5_3_1_8,6_5,8_1,3_6_5_3_1_3,1_5,5_8,3_1,5_6_10_10_8_6,6_10_10_8_6,5_8_1_1_3_6,6_10_10_8_6_5"
NLB073516_01,"1_5_8_1_1_3_3_5,8_8_10_8_6_5,10_8_8_10_8_8","8_10,1_1,8_8,10_8,12_10,8_6_5_1_1_5,12_1,10_12,8_1,5_1_1_5_8,5_3_1_1_1_12,8_8_10,8_1_12_1_8_8,1_12_1_8_8_10,1_1_5_8_1_1,10_8_6_5_1_1,1_12,12_1_8_8_10_8"
NLB073562_01,"10_8,6_5_3,8_1,3_5_7_8","8_8,3_5,6_8_1,8_10_12_10_8,3_3,3_5_6_8_1,10_8_3,1_3_5_6_5_3,8_1,12_10,10_8_3_5,12_10_8,8_8_10_12_10,3_5_6,5_6,8_10,8_8_10_12_10_8,10_8,5_6_8_1"
NLB073588_01,"5_6_5_3_1_3_6_5,1_8,5_3_1,8_1_3_5_8_1_3_5,3_1","5_5_6_5_3,5_3,1_3_6,5_5_6_5,6_5_3,5_3_1,3_5,1_3_5,5_6_5,6_5_3_1,6_5,1_3_6_5,3_1,6_5_3_1_3,5_6_5_3,1_3,5_6"
NLB073626_01,"12_10,5_3_1_10,1_12_10_8,1_12_12_10_8_10_12_1,8_8_5_8_1","8_8,8_8_5_8,10_1_12_12,8_5_8_1,8_1,10_12,8_8_5_8_1,3_1_10_1_12_12,8_5,1_10_1_12_12_10,12_10,3_5_3_1_10_1,1_10_1_12_12,12_1,10_1_12_12_10,10_1_12_12_10_8,10_8,10_10,5_8,1_12"
NLB073628_01,"8_8_6_5_3,5_5_5_5,1_8,8_1","3_3,5_3,5_5_5_5_5,3_3_6_6_5_5,8_8,5_5,6_5_5_3_8_1,3_3_3,3_6_6_5_5,8_1,6_5,5_5_5_5,6_6_5_5_3_8,8_8_8,5_5_5,3_6_6_5_5_3"
NLB073639_01,"5_5_5_5,1_8,6_5_3,8_1","6_6_5_3,1_1_3_5_1,1_1,5_5,8_8,1_8,3_5,3_5_1_8,5_1,8_1,1_1_3_5_1_8,5_1_8,6_6,1_3_5_1,1_3_5_1_8,1_3,5_5_5"
NLB073672_01,"5_5_5_3_1_8_1_3_5,5_3,3_1,5_5_5_5_3_1_8_1_3_5","5_3,3_1_8_1_3_5,5_5,5_3_1,3_5,1_3_5,5_3_1_8_1_3,5_5_5_3_1_8,3_1_8_1_3,5_5_3_1_8_1,5_5_5_3_1,5_5_5_5,3_1,5_5_3,1_8_1_3_5_5,1_3,5_5_5"
NLB073681_01,"5_5_5_3_1_8_1_3_5,5_5_5_3_1_8_1_3_5_5","3_3,5_3,3_1_8_1_3_5,5_5,5_3_1,3_5,1_3_5,5_3_1_8_1_3,5_5_5_3_1_8,3_1_8_1_3,5_5_3_1_8_1,5_5_5_3_1,3_1,1_3_5_5_5_5,5_5_3,1_8_1_3_5_5,1_3,5_5_5"
NLB073685_01,"5_5_8_8_6,5_8_1_1,10_10_10_1_12_10,3_3_10_10_8,10_8_8_10_8_8,8_6_5","8_8,8_8_10_8_8,1_1_12_12_10_10,8_6,12_10_10_10_10_1,10_10_10,5_8_8,8_1_1_12_12,8_5,12_10,8_10_8_8,8_1_1_12_12_10,8_10,10_8,10_10_8_5_8_1,10_10,5_8,5_8_1_1_12_12,1_12"
NLB073709_01,"1_5_8_10_8,8_1,5_10,12_10_8,8_10_8_1","5_3,8_8,6_5_3,6_5,3_1,8_1,8_1_12_10_8,5_8_8_1_6,8_1_12_10_8_8,5_8_8_1_6_5,8_1_12_10,8_10,8_10_8_1_12_10,10_8,8_10_8_1_12,5_8,10_8_1_12_10_8,3_5_8_8_1_6,1_12"
NLB073743_01,"10_8,8_1_3_5_8_6_5_3","5_3,6_5_3_8_1,3_5,1_3_5,6_5,8_6,8_1_3_5_8,5_3_8_1_3_5,8_1_3,1_3_5_8_6_5,6_5_3_8_1_3,8_1,1_3_5_8_6,3_8_1_3_5_8,8_6_5_3_8_1,1_3_5_8,3_5_8,8_1_3_5_8_6,1_3,5_8"
NLB073750_01,"8_1_3_3_5_10_8_5_1_8_6_5,8_1","5_3,3_5,5_8_10_8_1_1,3_3_3_5_5_3,3_1,8_10_8_1_1_3,5_10_8_5_1_8,3_3,5_5,1_1_3_3_3_5,8_1,10_8_8_1_3_3,5_5_3,5_5_3_1,1_5,1_3,1_5_8_10_8_1,10_8,1_3_3_3_5_5,1_5_5_3_1_5"
NLB073754_02,"8_1_3_3_5_8_8_5_1_8_6_5,8_1","5_3,8_8,3_5,6_5,5_1_8,3_1,5_3_5_6_5_5,8_1_5_5_3_5,1_5_8_8_8_1,5_5,8_1,8_5,5_5_3_5_6_5,1_5_5_3_5_6,5_8_8_5_1_8,6_5_5_3_1_5,1_5,8_8_5_1_8_6,1_5_5_3_5,5_8"
NLB073771_02,"8_5_1,8_6_5_3,3_12_8,6_8_10_10_10_10","3_3,8_10,10_10_8,1_5_8_8_6,10_8,8_8,3_5,8_3_3_1,10_10,5_8_8_6_5_3,8_6,1_5_8_8_6_5,5_8,8_10_10_10_10,6_8_10_10_10_10,10_10_10_10_8,8_10_10_10_10_8,10_10_10"
NLB073775_02,"8_6,8_6_5,5_3","5_3,6_8,6_8_6,3_5,8_6_5,6_5,8_6_8_6_5_3,8_6,3_1_3_5_3,3_1,1_1,8_6_5_3_1_3,6_8_6_5_3_1,8_6_8_6,1_3,5_3_1_3_5_3,6_8_6_5_3,8_6_8_6_5,6_8_6_5"
NLB073777_01,"1_5_8_5_5_3_3_5,8_10_8_6_10_6_5,10_8_8_10_8_8","6_5_1_5_8_5,1_8,8_8,6_5,8_6,5_5_3_3_5_8,5_3_1_1_1_8,10_12,1_5_8_5_5,5_3_3_5_8_6,1_8_10,1_1_1_8_10_12,1_1_1_8_10,12_1,1_8_10_8_6_10,8_10,10_8,5_8,3_1_1_1_8_10,1_12"
NLB073788_01,"10_8,5_5,8_8_6_5,6_8_10_10_8,8_8_10_12_1_1,8_10_8,3_6_5_3_1,6_3","5_3,8_8,6_5,8_6,8_8_8,5_5,8_10_10_8_8,6_5_5_5,10_8_8_8,8_8_8_6_5_5,10_8_8_8_6_5,10_8_8,8_10,8_8_6_5_5,10_8,10_8_8_8_6,8_10_10_8_8_8,8_8_6_5_5_5,8_6_5_5_5"
NLB073803_01,"1_5_8_1,5_5_8_8_6,8_6_5,10_8_8_10_8_8,10_12_1_1_12_10","8_8,8_8_6_8_10_8,8_6,8_6_8_10_8,12_1_1_12_10_8,1_1,8_5,12_10_10_12_1_1,10_10_12_1_1_12,1_1_12_10_10_12,8_10_8,6_8_10_8_5_1,1_5,8_6_8_10_8_5,8_10,10_8,5_5_8_8_6_8,5_8,8_8_10_8_8,1_12"
NLB073804_02,"8_5_8_1,1_12_6","1_12_12_12_10,3_1_12,3_1,8_5_8_1,8_1,5_8_1,3_1_12_6_3_6,8_5,12_12,8_12_10_10_1_8,8_5_8,12_10,3_1_12_12_12_10,12_6_3_6_8,1_12_12_12_10_12,5_8,12_6_3_6_8_12,8_12_10_10_1,1_12"
NLB073822_01,"5_5_5_1_8_1_3_5,3_1,5_3,8_1_5_8_1_3_3_3_5","3_3,5_3,5_5_5_1,3_5_5_5_5,8_1_3_3_3,5_5,3_5,3_5_5_5,5_1,8_1,5_5_1,8_1_3_3_3_5,5_5_5_5,1_5,5_5_5_5_1,1_3,5_5_5"
NLB073862_01,"5_3_1_6_5_3,5_8_5_3_1_12_1,10_8_8_3,6_10_6","5_3,1_1,8_8,5_8_8_5,5_3_1,5_8_8_5_8,8_8_5_8,3_8_8_8_5_3,6_5,3_8_8_8_5,8_8_5_3_1_6,5_8,8_5,3_1,8_8_5,8_5_3_1,8_5_3_1_12_1,8_5_3"
NLB073866_01,"8_10_12_1,8_5_8_1,12_10_6","3_3,6_6_6_3,1_8,12_10,5_3_10_3,3_3_3_1_8_8,3_3_3_1_8,5_3_10_3_3_3,8_5_8_1,8_1,5_8_1,5_8,8_5,6_6,8_1_5_5_3_10,6_3_12_12_10_10,8_5_8,3_10_3_3_3_1"
NLB073879_02,"5_8_1_1,10_8_8_10_8_8","10_8_8,8_10,10_8_5_5,10_8,8_8,8_8_10_8,8_5_5_8,8_10_8,5_8,8_8_10,8_10_8_8,10_8_5_5_8,8_8_10_8_8,5_5_8"
NLB073888_01,"3_5_6_5_3_1,8_8_8_5_3_1","5_3,8_8,3_5,3_1,8_8_8,5_5_3_1_3_5,8_8_8_5,8_5_5_5,5_5,5_3_1,1_3_5_6_5_3,3_1_3_5_6_5,8_5,5_3_1_3_5_6,8_8_8_5_3,8_5_5_5_3_1,8_5_5_5_3,1_3,5_6,3_1_3_5_6"
NLB073895_01,"6_8_10_10_1_8,8_8_6_5,5_5_8_8_6,5_8_1_1,10_10_10_1_12_10,10_8_8_10_8_8","10_8_8,8_10,10_8,8_8,6_8_10_10_1_8,1_12,10_10_1,10_10,8_6,5_8,10_1,10_10_10_10_10_1,10_10_10_10,8_8_10_8_8,10_10_10,8_10_10_1_8"
NLB073897_01,"12_10,5_3_1_10,8_5_8_1,12_10_8,1_12_3_10_10_12_1","12_3_10_10,12_10,10_8,1_8_12_10_10,8_5_8_1,8_1,10_10,5_8_1,8_12_10,5_8,8_5,8_12,1_8_12_10_10_10,10_8_12_10_8_8,8_12_10_10_10,10_10_10_10,10_10_10,8_5_8"
NLB073929_01,1_12_10_8,"5_3,3_5,1_3_5,10_8_12_1_5_3,3_1,8_1,8_12_1_5_3,8_12_1_5_3_12,3_5_10_10_8_10,12_10,8_12_1,12_1,1_12_8_1,1_3,10_8,10_8_3_1_12_8,8_12_1_5,3_1_12_8_1,1_12,10_8_12_1_5"
NLB073939_01,"6_5_3,8_1,3_5_7_8","5_3,6_5_3,8_8,3_5,1_6_5_3,6_5,3_1,8_8_8,6_5_3_1_6_5,8_1,5_3_1_6,3_8_8_8_8_10,3_1_6_5_3,1_6,5_3_1_6_5,1_6_5,5_3_1_6_5_3,10_8,6_5_3_1_6"
NLB073946_01,"1_5_8_1_1_1_3_5,10_8_8_10_8_8","8_10,1_1_3_5_1_12,10_8,12_10,8_8,1_5_8_1,5_5_6_3,5_5_6_3_1_5,3_1_5_10_10,8_1,10_10,1_5,5_8,1_5_8,8_1_5_5_6_3,5_10_10_8_5_1,5_5_6_3_1,1_12"
NLB073958_01,"5_5_3_8_8_6,5_5_8_8,10_10_10_1_12_10,8_6_5,10_8_8_10_8_8,3_3_10_10_10_8","8_10,10_10_10_8_5_5,10_8,8_8,5_5,3_8_8_6_3,8_8_5_5_3_8,1_12,3_3_10_10_10_8,10_10,8_6,8_5_5_3_8,5_3_8_8_6_3,5_8,8_5,3_8_8_6_3_3,8_8_10_8_8,10_10_10"
NLB073990_01,"8_8_8_8,5_1,8_1,10_8_6_5_3","3_3,8_1_1_1_3,8_8_8_8_8,1_1,8_8,3_5,8_8_8_8_8_8,8_1,3_1,8_8_8,3_1_3_5_1,1_3_5_1,8_8_8_8,1_3"
NLB073991_02,"6_8_10_10,8_6_5_3,3_12_8,8_5_1,3_10_8","5_3,6_5_3,8_10_10_8_5_1,8_6_5,3_10_8_6_5,6_5,8_6,10_8_5_1_8,3_10,8_5,1_3_10_8_6_5,6_8_10_10_8_5,3_10_8_6_5_3,8_6_5_3,10_10_8_5_1_8,8_5_1_8_8,10_8_5_1_8_8,1_3,10_8,1_3_10_8_6"
NLB073992_01,"8_10_8_6_3_1,8_10_8_6_3_5,3_10_8_6_3_1","5_3,8_8,8_6_3,8_6,3_1_3_10,3_1,8_8_8,3_3,5_5,3_1_3_10_8,5_3_1_3_10,10_8_6_3,3_1_3_10_8_6,10_8_6_3_1,1_3_10_8_6_3,5_3_1_3_10_8,5_5_3_1_3_10,6_3,8_10,10_8"
NLB073994_01,"10_12_1_3_3_5_8_8_5_1_8_6_5,8_1","1_5_1_8_10,5_3,8_8,3_5,6_5,5_1_8,1_8_10_12_1_3,3_1,5_5,1_5_1_8_10_12,5_3_1_5,5_5_3_1_5,5_1,1_5,8_8_5_1_8_6,5_1_8_10_12_1,1_3,3_1_5_1_8_10,5_8,5_1_8_10_12"
NLB073997_01,"6_8_10_10,1_8_8,8_6_5_3,3_12_8,8_5_1","5_3,1_8,8_8,3_5,6_5,8_6,8_10_10_8_3,3_3,8_8_10_10_8_3,12_8_10_12_1_8,6_5_3_12_8_10,12_1_8_8_6_5,1_8_8_10_10_8,5_1_8_8_10_10,5_8_6_5_3_12,8_10_10_8_3_1,8_10,10_8,8_5_1_8_8_10,10_10"
NLB073998_01,"10_8_8,1_1,6_8_10_10_8,3_12_8,1_5_8_8,8_10_8,1_1_5_8_1_12,8_6,3_5_6_3_1,5_6_8,8_10_6_5,6_3","8_10,10_8,8_8,1_3_5_6_3_1,3_5,3_5_6_3,6_5,10_10,8_6,1_3_5_6_3,5_6_3_1,3_5_6_3_1,8_8_3_12,3_5_6,10_10_10_10,5_6_3,10_10_10,5_6"
NLB074003_01,"3_8,8_5_5_3_5_8,5_3_1","5_3,3_5,3_5_5_3_1_10,3_1,6_3_5_5_3_1,8_5_5_3_5_8,5_5,5_3_1,8_1,10_12,6_3_5_5_3,10_8_1_5_3,8_1_5_3_8_1,5_5_3,5_5_3_5_8,12_10,5_5_3_5_8_10,10_8,8_6_3_5_5_3,10_8_6_3_5_5"
NLB074004_01,"8_1_3_3_5_8_8_8_6_5_3,10_8,8_1_3_5_8_6_5_3","5_3,6_5_3_8_1,6_5_3,3_5,1_3_5,6_5,5_3_8_1_3,8_1_3_5_8,5_3_8_1_3_5,8_1_3,6_5_3_8_1_3,8_1,5_3_8_1,3_8_1_3_5,3_8_1_3,3_8_1_3_5_8,8_6_5_3_8_1,3_5_8,1_3,5_8"
NLB074007_01,"10_8_12_3_6_5,1_12_10,8_1","6_5_8,5_3,8_8,8_5_5_3_5_6,6_5,8_6,8_12,5_3_5_6_10_8,5_5_3_5_6_10,5_6_10_8_12,5_3_5_6_10,8_1,3_5_6_10_8,6_10_8_12,10_8,3_5_6_10_8_12,8_5_5_3_5,5_8,10_8_12"
NLB074028_01,"1_12_10_8,3_3_3","3_3,12_10_8_1_3,10_8_1_3_5,12_10,10_8,3_3_3,1_12,3_3_3_3_3_3,10_10,3_3_3_3,3_1_12_10_8_1,12_10_8_1_3_5,3_1,1_12_10_8_1_3,3_3_3_3_3"
NLB074038_01,"1_12_10,8_10_1_12_3_1,8_1","8_10_1_12_3,1_8,1_12_10_8_10_1,3_1_12,3_1,10_1_12_3_1,12_10_8_10_1_12,10_8_10_1_12,8_1,12_10_8_10_1,12_10,10_1_12_3,10_8_10_1,1_5,8_10,10_8,1_12_10,10_8_10_1_12_3,8_10_1_12_3_1,1_12"
NLB074048_02,"5_3_1,1_10,1_3_8_5_1_3_6_5,6_5_3_1_8_1_3_5,3_12","5_3,6_5_3,8_8,3_5,6_5,3_1,5_3_12_3_5,5_3_1,6_5_3_12_3_5,6_5_3_1_1_6,5_1,1_1_6_5_3_12,12_3_5_3_1,1_3,12_3_5_3_1_10,1_6_5_3_12_3,3_8_5_1_3_6,5_1_3,1_6_5_3_12"
NLB074077_02,"1_5_8_8_6,6_8_10_10_12_8,8_6_5,10_8_8_10_8_8,1_1_1_12_10,1_5_8_1_1","8_10,1_1,8_8,10_8,12_8_1_5,8_1,8_10_10_12_8_1,12_12_10_1_1,8_6,8_1_5_8,1_5,5_8,1_5_8,8_10_10_12_8,10_1_1_1,10_1_1_1_12,8_8_10_8_8,1_12"
NLB074100_01,"1_12_10_8_10_12_1,12_10,5_3_1_10,8_5_8_1,10_8_6_5","12_10,10_8,8_8,1_12_10,10_1_12_10,12_12_10_10_1_12,8_1,12_10_10_1_12_10,1_12_12_10_10_1,10_1_12_10_8,12_10_10_1,12_12_10_10_1,5_8,10_1,12_10_10_1_12,12_10_8,1_12,10_1_12"
NLB074104_01,"8_7_8_1_12_1_3_3_5,10_8_8_10_8_8,8_10_8_6_5","8_10,8_7_8_1_12,10_8,12_10,8_8,7_8_1_12,8_1_12,7_8,8_7_8_1,8_1,8_7,6_5,5_8_7_8_1_12,7_8_1,5_6_5_3_5_5,8_7_8,1_12"
NLB074156_03,"8_1_3_3_5_10_8_5_1_8_6_5,8_1","8_1_5_3_5_6,5_3,3_5_8_8_1_3,1_8,8_8,5_8_8_1_3_3,3_5,8_8_1,8_1,6_5,8_1_8_8_8_8,8_8_8_8_1_5,1_3_5_8_8_1,1_5_3_5_6_6,8_8_8,8_8_8_1,1_3,5_3_5_6_6"
NLB074157_01,"8_10_8_6_3_1,8_10_8_6_3_5,3_8_6_5_3_1","3_3,5_3,8_10,10_8,5_5,8_8,8_8_1_5_5_1,5_5_1_3_8_6,8_5_5_3_3_3,8_10_8,8_6,5_1_3_8_6_5,1_5_5_1_3_8,8_8_8,5_1_3_8_6,8_8_8_8,10_8_5_5_3_3"
NLB074161_01,8_8_8_5_3_1,"5_3,5_6_12_1,1_8,8_8,3_5,1_3_5_6_12_1,3_5_6_12_1,8_8_8,3_3,5_6_12_1_8,8_1,3_3_5_6_8_8,1_5,5_5_1_3_5_6,3_5_6,3_5_6_12_1_8,5_6,6_12_1_8,1_5_5_1_3_5,5_1_3_5_6_12"
NLB074166_01,"1_5_8_1_1_3_3_5,10_8_8_10_8_8,8_10_8_6_5","5_3,10_8_6_5_1_5,8_8,6_5,1_5_3_10_12,1_5_3_10_12_1,3_1_5_3_10,8_1,10_12,3_1_5_3_10_12,1_5_3_10,12_1,1_5,5_3_1_5_3_10,8_1_12_1_8_10,8_10,10_8,1_12_1_8_10_8,8_6_5_1_5_8,1_12"
NLB074182_01,"8_8_5_8_1,12_10,12_12_12_8_10_12_1,5_3_10","5_3_10_12_12_12,8_8,3_5_3_10_12,8_8_8,12_1_8_8_8_8,8_1,10_12,8_5,12_12,5_3_10_12_12,3_5_3_10_12_12,12_1,10_10_12_1_12_1,1_3_5_3_10,8_1_3_5_3_10,10_12_1,10_10,1_3_5_3_10_12,1_12"
NLB074216_01,"3_8,8_8_3_5_6_8,5_3_1","5_3,6_8,8_8,3_5,5_1_1_10_12_1,10_8_1_8_8_1,3_1,5_1_1_10_12,8_3,8_1,8_5,8_8_3_5_6,1_1_10_12_1,5_6,1_5_5_3_8_5,10_8,6_8_10_8_6_8,8_1_8_8_1_5,8_8_3_5_6_8,8_5_1_1_10_12"
NLB074227_01,"1_10,5_1,1_3_8_8_5_1_3_6_5,8_1_3_5_1_3_8_5,3_1","5_3,5_1_5_6_5_3,8_5_1_3_8,8_8,5_5,8_5_1_3,3_5,5_1_3,5_1_3_8,5_1,3_6_5_5_5,1_3_8_8_5_1,6_5,8_5_1_3_8_8,3_8,1_3_8,8_5,1_3"
NLB074234_01,"3_5_6_5_3_1,8_8_8_5_3_1","5_3,8_8,3_5,3_1,8_8_8,5_5_3_1_3_5,8_8_8_5,5_5,5_3_1,1_3_5_6_5_3,3_1_3_5_6_5,5_3_1_3_5_6,8_8_8_5_3,1_5,1_5_5_5_3,1_3,5_6,1_5_5_5_3_1,3_1_3_5_6,5_5_5_3_1_3"
