song_id,annotated_patterns,selected_patterns
NLB074246_01,"3_6_5_1,5_3_1_12,8_8_1,5_8_1","1_3_6,5_3,6_5_3,3_5,6_5,8_1,1_3_6_5,8_3_1_1_3_6,8_3_1_1_3,10_8_3_1_1_3,5_8,3_6,3_1,1_1_3_6_5_8,10_8_3_1_1,8_8_1_5_8_10,3_6_5,1_3"
NLB074246_02,"8_8_10_8,5_3_1_12,3_6_5_1,8_8_1,5_8_1","1_3_6,5_3,5_5,8_8,3_5,3_1_3_6_5_8,6_5,1_3_6_5,8_3_1_3_6,5_3_6_5_3_5,3_6,5_8,3_1,8_3_1_3_6_5,10_8_3_1_3_6,3_6_5,1_3,3_5_5_5_3_6"
NLB074260_01,"5_3,8_5,5_3_1","5_3,6_5_3,3_5,1_1_3_6_6_5,6_5,1_3_10_8_1_1,3_1,1_1,5_3_1,8_1_1_3_6,3_10_8_1_1,3_10_8_1_1_3,8_1_1_3_6_6,10_8_1_1_3_6,1_1_3,1_3,1_1_3_10_8_1,1_3_6_6_5_3,1_1_3_6_6,3_5_3"
NLB074260_02,"5_3_1,5_3_8,8_8_5,5_3_6","5_3,6_5_3,8_8,8_8_5_8,6_5,3_1_3_5_3,3_1,1_1,5_3_1,8_5,8_6_5_3_1_3,8_8_5_8_6_5,5_8_6_5_3_1,8_8_5_8_6,8_5_8_6,8_5_8_6_5,1_3,8_5_8_6_5_3,6_5_3_1,5_3_1_3_5_3"
NLB074261_01,10_12_1_3_6_5_8_8_8_1_3_6_5,"1_3_6,5_3,1_1_3_3_3_6,6_5_8_8,1_1,8_8,8_8_8_1_3_6,1_5_1_5_6,6_5_8_8_8,6_5,1_3_6_5,8_10_12_1_3_6,1_5,3_6,5_8,8_8_8,3_6_5,1_3"
NLB074277_01,"10_10_8_6_5_3,1_5_8","5_3,8_8_5_3_1_1,8_8,6_5_3,8_6_5,3_3_3_5_8_10,6_5,10_8_6_5_3_1,8_6,1_8_8_5_3_1,3_1,3_3_5_8_10,5_3_1,3_5_8_10_10_8,5_8_10_10_8_6,3_3_5_8_10_10,3_5_8_10_10,8_6_5_3,1_5,5_8"
NLB074286_01,"1_3_5,5_1,1_10_8,5_3_1","3_3,5_3,5_5,8_8,3_3_3,3_5,3_3_3_5_5_5,3_7,3_3_3_3,5_8,8_8_8,3_3_5_5_5_5,1_3,5_5_5"
NLB074308_01,"8_5_1_8,3_5_10_8,8_1,5_10,8_10_12_1,12_10_8","5_3,1_8,8_8,5_10_10_10_6_8,8_1_1_5_10_10,8_1_1_5_10,8_5,1_1_5_10_10_10,1_5_10_10_10_6,5_1,1_1_5_10,5_10,5_10_10_10_6,10_8_8,8_10,10_8,8_8_5_1_8_5,10_10,1_1_5_10_10,8_5_1_8_5_3"
NLB074309_01,"8_10_8_3,5_3_1_6_5_3,6_10_6,5_8_5_3_1_3_1","5_3,8_8,6_5,3_1,1_6_5_3_6_5,5_3_1,3_6_5_8_5_3,5_8_8_5_8,8_5_3_1_3_1,5_3_6_5_8_5,8_5,1_6_5_3_6,5_8_5_3_1_3,8_5_3,6_5_8_5_3_1,8_10,10_8,5_8,8_5_3_1"
NLB074328_01,"8_8_6_5_3,5_1,8_1","3_3,5_3,3_3_1_12_1,8_1_3_3_5_1,5_5,8_8,5_3_5_3_5_8,3_5,3_3_3,5_1,3_3_3_3,5_3_3_3_3_1,12_1_3_5_1,3_1,3_5_3_5_8_8,5_5_3_5_3_5,1_3,1_12"
NLB074333_01,"3_8,1_3_5_5_6_8,5_3_1","8_1_5_3_8_5,5_3,8_8_6_3_3_5,6_8,8_8,1_10_1_3_1,3_5,5_6_8_8_6_3,8_6,3_1,1_10_1_3,1_10_1_3_1_12,5_5,6_8_8_6_3,3_1_12_10_12_10,12_10,10_1_3_1_12,1_3,5_6,10_1_3_1_12_10"
NLB074334_01,"8_6,5_3,5_3_1","8_6_5_3_1_5,5_3,3_1_5_3,6_5_3,8_6_8_6,5_3_1,5_3_1_5_3,8_6_5,8_6_5_3,6_5_3_1,6_5,8_6_8_6_5_3,8_6,3_1,6_8_6_5_3_1,8_6_8_6_5,6_5_3_1_5_3,8_6_5_3_1"
NLB074336_01,"8_6,5_3,5_3_1","5_3,3_5,1_3_5,5_3_1_3_5,8_6_8_5_3_1,3_1_3_5_3,3_1,3_1_3,8_5_3_1_3,5_3_1,8_5,6_8_5_3_1_3,3_8_5_3_1_3,8_5_3,1_3,8_5_3_1_3_5,5_3_1_3_5_3,8_5_3_1,3_5_3"
NLB074342_01,"8_8_8_1_1_3_8_5,10_8_8_10_8_8,8_8_6_6_5","8_8,8_6,8_8_1_1,1_1,8_8_1_1_3_8,8_1,10_12,12_10,1_1_8_8_6,8_1_1_3_8_5,12_1,1_1_3_8_5_8,8_10,1_1_3_8_5,10_8,1_1_8_8_6_6,1_3_8_5_8_6,1_3_8_5_8,1_12"
NLB074349_01,"5_8_8_5,5_3_1_12,8_8_1,3_8,3_5_3_1,5_5_5","3_3,5_3,8_1_5,8_8,5_5,5_3_1,3_5,5_8_8_5_5_5,5_3_3_5_3_8,10_12_5_3_3,8_1,10_12_5_3_3_5,12_5_3_3,1_5,1_5_5_5_3_12,3_1,12_10_12_5_3_3,12_5_3_3_5_3"
NLB074378_02,"8_1,5_5_1_5_8_5_5,8_10_3_3_1,12_10_8","5_3,6_8,3_5,6_8_8_10_3_3,3_1,8_1,8_5,12_10_10_6_8_10,12_10_10_6_8,10_3_3_1_12_10,8_5_5_1_5_8,12_10,5_8_5_5_3_1,5_5_1_5_8_5,1_12_10_10_6_8,8_10,10_8,10_6_8_10_8_5,8_5_5_1_5,1_12"
NLB074390_01,"12_10_8,1_3_6_5,5_3_1","5_3,12_1_1_10_6_5,6_5,8_6,3_6,3_1,3_3,5_5,1_10_6_5_3_1,3_6_12_1_3_6,12_1_1_10_6,8_3_3_3_1,6_5_5_3_6_12,1_3,8_10,10_8,10_12_1_1_10_6,8_10_12_1_1_10,3_6_12_1_3,3_3_1_3_5_3"
NLB074426_02,8_1_3_3_5_10_8_1_3_10_8_6_5,"5_3,8_8,5_6_3_3_6_5,3_5,6_5,3_6,3_3,8_1_3,8_1,5_6_3_3_6,6_3_3_6_5,8_8_1_3,6_5_3_1_5_1,1_3,5_6,3_6_5_3_1_5,5_10_8_1_3_10,3_6_5_3,6_3_3_6_5_3"
NLB074427_01,"8_8_6_5_3,5_5_5_5,1_8,8_1","3_3,1_1_3_5_1,1_1,5_5,3_5,3_5_1_8,5_1,1_1_1_3_5,8_1,1_1_3_5_1_8,1_1_1,5_5_5_5,1_1_1_3_5_1,1_3_5_1_8,1_3,5_5_5"
NLB074433_01,"5_5_6_5,5_8_8_5,5_3_1_12","5_3,8_8,1_3_6_12_1,3_1,3_1_12_10_10_12,5_1_3_6_12,3_3,8_1_5_5_5_6,10_10_12_1_3_3,8_1,1_5_5_5_6,12_10,12_1,1_5,8_5_1_3_6_12,5_1_3_6_12_1,1_3,10_10_12_1_3,1_5_5_5_6_5,1_12"
NLB074437_01,"8_8_6_8_10_10_1,8_8_6_6_5","8_8_8_8_8,8_8,8_8_8_8_6,8_8_8_6,3_5,8_8_8_8_8_6,10_10,8_6,5_8,5_8_8_8_8,8_8_8,8_8_6,8_8_8_8,8_6_8"
NLB074443_01,"8_10_8_3,5_3_1_6_5_3,5_8_5_3_1_3_1","5_3,8_8,5_3_1,5_8_8_5_8_6,8_8_5_8,5_8_8_5_8,6_5,8_5_8_8_5_8,8_5_8_8_5,5_8,8_5,3_1,8_8_5,8_8_5_8_8_5,3_1_8_8_5,8_5_8"
NLB074452_01,"8_10,8_10_10_3_1,8_1,12_10_8,5_1_8_8_5","5_3,1_8_10_10_6,6_8,1_8,8_8,3_5,3_1,5_1_8_8_5_3,10_10_6_6_8_10,5_3_5_3_5_6,8_10_10_3,5_3_5,6_8_8_10_10_3,10_6_6_8_10_8,8_8_10_10_3_1,8_10,10_8,10_10,10_6_6_8_10,1_8_10_10_6_6"
NLB074470_01,"1_3_5,5_1,5_3_1,12_10_8","5_3,6_5_3,1_12_1_3_8,3_5,8_6_5,6_5,8_6,3_1,1_3_8_12_10_8,1_8_8_6_5_6,1_3_8_12,12_1_3_8_12_10,12_1,1_3,10_8,12_1_3_8_12,1_12_1_3_8_12,1_3_8_12_10,12_1_3_8"
NLB074533_01,"6_5_6_8_10_10_10,8_6_5,8_8_1","6_8,8_8,3_5,6_5,3_1,1_3_1_3_5,1_1,5_5,1_1_1_3_1_3,8_1,5_6_5_6,1_1_3_1_3_5,1_3,5_6,1_3_1_3,8_8_1_1_1_3,1_1_1_3_1,1_1_3_1_3,8_1_1_1_3_1,1_3_1_3_5_5"
NLB074547_02,"8_10,12_10_10_8,8_10_3_1,8_5_1_1_8","8_10,5_3,8_5_1_1_8_5,1_8,1_1,1_1_8_5_3,1_1_8_5,5_1,10_10_10_10_10,10_10,8_1_8_10_10,8_5,1_1_8_5_3_1,1_8_10_10_10_10,10_10_10_10,10_10_10"
NLB074552_01,"5_5_5_5,1_8,6_5_3,8_1","5_3,3_5,3_1,3_5_3_1,3_3,5_5,5_3_1,10_3_5_3_1_8,8_1_12_10_3,10_3_5_3_1,12_10_3_5,10_3_5_3,12_10_3_5_3_1,3_3_3,1_12_10_3_5_3,5_5_5,8_1_12_10_3_5,12_10_3_5_3,3_5_3"
NLB074575_01,"5_8_8_5,8_1,3_6_3_1,3_1_12,5_5_5_5","5_3,8_8,3_1_12,3_1,5_1_3_6_3,5_5,1_3_6_3,5_1_3_6_3_1,8_1,8_5_1_3_6_3,12_10,1_5,3_1_12_10,1_3,12_10_12_1_5_3,5_8_8_5_1_3,12_10_12_1_5,3_1_12_10_12_1,1_3_6_3_1,1_12"
NLB074583_01,"6_5_6_8_10_10_1,8_6_5,8_8_1","3_3,1_1,5_5,8_8,1_1_3_3_1_3,3_5,1_1_1_1_3_3,8_1,3_3_1_3_5_5,1_1_3_3_1,1_3_3_1_3_5,1_1_1,3_1,8_8_1_1_1_1,1_3_3_1_3,1_1_1_3_3_1,1_3,5_6"
NLB074593_01,"8_6_5_3,5_3_1_6_5,8_10_8","5_3,10_8,8_8,5_5,8_6_3,12_10_8_5_8,6_5,8_1_12_10_8,8_6,5_8,8_5,3_1,1_12_10_8_5_8,1_12_10_8_5,10_8_5_8,12_10_8_5,8_1_12_10_8_5,8_5_8"
NLB074613_02,8_1_3_3_5_10_8_5_1_10_8_6_5,"3_3,5_3,5_5_5_5_5,3_5_3_1_12_1,1_1,5_5,5_1_10_8,3_5,5_5_5_5,12_1_8_8_1_3,8_5,3_1,5_1_10_8_6,8_5_1_10_8,1_3,5_5_5,5_1_10_8_6_5"
NLB074649_01,"6_5_6_8_10_10_10,10_8_6_5,8_1","6_8,8_1_1_5,5_6_8_10_8_6,8_6,5_6_8_10,8_1_1_5_5_3,5_6_8,5_3_1_3_5_5,5_5,1_5_5_3_1_3,1_1_5_5_3,1_1_5_5,8_1_1_5_5,1_1_5_5_3_1,1_5_5_3_1,5_6,8_10,10_8,10_8_6,6_8_10"
NLB074672_01,"12_12_10_8_8_10,1_5_8_1,6_8_10_10_8,5_5_8_8_6,8_6_5,10_8_8_10_8_8","8_8,8_6,5_8_8_6_6_8,1_10_12_12_10_8,8_8_10,8_1_3_1_10_12,8_8_10_8,8_8_6_6_8,8_10_8,1_5,1_3_1_10_12,10_8_8_10_8,10_8_8,8_10,10_8,3_1_10_12_12_10,5_8,8_8_10_8_8,8_8_6_6_8_10"
NLB074754_01,"8_5_8_1,1_12_6","3_1,3_1_10_8_1,1_10_3_1_10_8,1_12,8_5_8_1,8_1,5_8_1,8_5,1_10_3_1_10,8_5_8,3_1_10,1_10_3_1,12_10,1_10_8_1_12_10,1_10_8_1_12,10_8,1_10,5_8,10_3_1_10,3_1_10_3_1_10"
NLB074769_01,"1_12_10_8,8_6_5,10_8_8_10_8_8","10_8_8,8_10,8_10_8_8_10_8,10_8_5_3_10_12,10_8,8_8,8_8_10_8,8_10_8_8_10,8_1,8_10_8,10_8_8_10_8_8,8_8_10_8_8_10,8_8_10,8_10_8_8,10_8_8_10_8,8_8_10_8_8"
NLB074769_02,"8_6_5,1_12_10_8_8,10_8_8_10_8_8","8_8,3_5,12_10_8_8_5_3,8_8_8,1_1,8_8_8_7_8_10,3_5_10_10_10_8,8_1,8_8_8_7_8,8_8_8_7,7_8_10_8_8,1_3,10_8_8,8_10,10_8,1_3_5_10_10_10,10_10,8_1_3_5_10_10,8_10_8_8_1_3"
NLB074840_01,"5_5_8_8_6,5_8_1_1,1_12_10_8_7_8,3_3_10_10_8,10_8_8_10_8_8","8_8,8_8_10,1_12_11_10_1_12,10_1_12_10_8_7,1_12_11_10,5_8_8,8_5,8_10_8,1_1_12_11,1_1_12_11_10,10_8_8,8_10,12_10_8_7_8_10,10_8,12_10_8_7,1_12_11,1_12_11_10_1,5_8,8_8_10_8_8,1_12"
NLB074840_02,"1_12_10_8,5_5_8_8_6,3_3_10_10_8,10_8_8_10_8_8,5_8_1_1_1","8_8,8_8_10_8_8,1_12_10_8_1_12,8_1_12_3_1,3_3,1_1,8_5_8_1_1_1,1_12,5_8_8,12_10_8_1_12,8_1,8_5,8_10_8_8,8_10,10_8,1_3_3_5_1_12,5_8,12_10_8_1_12_3,1_5_8_8_8_10"
NLB074860_01,"5_5_8_8_6,8_6_5,8_10_12_10_8,6_6_10_10_1_8","8_8,10_10_1_8_8_1,10_10_8_8_10_12,8_6,6_10_10_1_8_8,6_6,8_8_8,8_8_10,10_8_8_10_12_10,10_1_8_8_1_12,12_10,10_1_8_8_1,1_8_8_1_12_12,10_8_8,8_10,10_8,10_10_1_8_8,10_10,6_10_10_1_8"
NLB074938_01,"8_8_8_1_1_3_10_5,10_8_8_10_8_8,8_8_6_6_5","8_8,6_5,1_1,1_3_10_5_6_5,8_1,10_12,8_1_1_3_10_5,1_1_3_10_5,12_10,8_1_1_3_10,12_1,1_1_3_10_5_6,1_3_10_5_6,1_12_1_8_8_6,8_10,10_8,8_8_1_1_3_10,12_1_8_8_6_6,1_3_10_5,1_12"
NLB074948_01,"10_8_8,1_1,6_5_3,3_3_10_10_8,8_10_8,3_6_5_3_1,1_1_5_8_1_12,6_6_6,8_10_6_5","5_3,6_6_6_5_6_8,8_8,3_10_10_8_8_10,6_5,5_1_1,6_5_1_1,3_3,1_1,1_3_3_10,5_1_1_3_3_10,1_3,5_6,8_10,10_8,1_8_5_3_8,10_10,5_1_1_3,6_5_1_1_3,1_3_3_10_10"
NLB074954_01,"3_8_8_5_3_1,8_10_8_6_3_1,3_5_6_5_3_1","5_3,8_8,3_1,5_5,5_3_1,1_5_5_3_1_3,8_1,10_8_3_5_6,8_5,8_3_5_6,10_8_10_8_6_3,8_3_5_6_8_10,8_10,10_8,8_3_5_6_8,12_10_8_3_5_6,10_10,10_8_3_5_6_8,12_10_8_3_5,3_1_8_8_5"
NLB074956_01,"8_8_6_10_6_5,10_8_8_10_8_8,1_5_8_1_3_5_3_8_5","8_8_6_10_6_5,8_8,6_8_8_6_10_6,8_1_5_6_8_8,3_5_3_8_5_8,6_5,6_8_8_6_10,8_6,1_5_6_8_8_6,8_1,10_12,8_1_3_5_3_8,3_5_3_8_5,12_1,1_5,8_10,10_8,5_6_8_8_6_10,5_1_5_8_1_3,5_8"
NLB074962_01,"6_8_10_10,1_8_8,8_6_5_3,3_12_8,8_5_1,3_10_8","5_3,3_5_6_8_5_8,6_8,8_8_5_3_12,3_5,3_3,6_8_5_8_3_1,8_1,8_5,6_8_5_8_3,5_6_8_5_8_3,3_5_6,1_3,8_8_5_3_12_8,5_6,10_8,8_1_8_8_5_3,1_3_5_6_8_5,8_1_8_8_5,1_8_8_5_3_12"
NLB075013_01,"10_8_8,1_1,6_5_3,12_3_6_6_5_1,1_5_8_8,8_10_8,8_6,5_6_8,8_10_6_5,1_1_5_8_8_1_12","5_3,8_10_6_5_8_1,8_8,3_5,6_5_8_1_1_12,6_5,1_5_8_8_3_10,3_3,12_12_3_1_12_10,8_1,8_8_1_12_12_3,8_8_10_6_5_8,8_10_6_5_8,12_12_3_1_12,8_1_1_12_3_6,12_3_1_12_10_8,5_6,10_8,5_8,1_12"
NLB075018_02,"6_5_6_8_10_10_10,10_8_6_5,8_8_1","6_8,1_5_5_3_3_1,8_8,1_1_5_5_3_3,5_6_8_10,8_1_1_5_5_3,8_8_1_1_5_5,5_6_8,8_8_1_1_5,1_1,5_5,1_1_5_5_3,8_1,5_3_3_1_3,5_3_3_1_3_5,5_6,8_10,5_5_3_3_1_3,1_5_5_3_3,6_8_10"
NLB075021_01,"8_6,6_5_3,3_5_7_8","8_6_5_3_1_5,5_3,5_3_1_5,8_8_8_6_5,6_5_3,8_8,5_3_1,6_5_3_1,8_8_6_5_3_1,6_5,8_8_8_6_5_3,8_6,6_5_3_1_5,1_5,3_1,8_8_8,3_1_5"
NLB075034_01,"1_3_5,12_10_8,5_3_1","8_10,5_3,10_8,8_8,8_6_5_5_10_8,5_10_8_6_5_5,8_6_5,5_10_8,6_5,10_8_6_5_5_10,8_6,5_10,5_5_10_8_3_8,5_8_8_5_10_8,3_1,5_8_8_5_10,8_6_5_5_10,5_10_8_6"
NLB075035_01,"3_3_5_7_8,10_8,6_5_3,8_1","5_3,8_8,6_5_3,6_5,3_8,10_8_8_10_8_1,3_1_6_5_3_8,8_12_10_8_10,8_1,8_10_8_1,8_8_12_10_8_10,8_10_8_1_5,12_10,8_8_10_8_1_5,8_10_8,10_8_1_5,8_10,8_12_10_8_10_8,10_8"
NLB075040_01,"10_10_8_6_5,6_5_6_8_10_10_10,8_8_1","6_8,8_8,3_1_3_5_5,3_5,3_1,1_3_1_3_5,1_1,5_5,1_1_1_3_1_3,8_1,1_1_3_1_3_5,1_3,5_6,1_3_1_3,8_8_1_1_1_3,1_1_1_3_1,1_1_3_1_3,10_10,8_1_1_1_3_1,1_3_1_3_5_5"
NLB075057_01,"3_3_5_7_8,10_8,6_5_3,8_1","5_3,12_10_8_3_3_5,8_8,6_5_3,6_5,8_12,3_3,8_3,8_3_3_5,12_10,12_10_8_3,8_12_10,12_10_8,10_8_3_3,10_8,12_10_8_3_3,8_8_12_10,10_8_3_3_5,8_3_3"
NLB075059_01,"6_5_6_8_10_10_10,10_8_8_6_6_5,8_8_1","8_8,3_1_3_5_5,3_5,6_5,8_6,3_1,1_3_1_3_5,1_1,5_5,1_1_1_3_1_3,8_1,1_1_3_1_3_5,1_3,1_3_1_3,8_8_1_1_1_3,1_1_1_3_1,1_1_3_1_3,5_8,8_1_1_1_3_1,1_3_1_3_5_5"
NLB075063_01,"10_10_8_6_5_3,1_5_8,3_5_3","5_3,6_5_3,3_5,8_6_5,6_5,8_6,6_10_10_10_8,3_1,1_1_3_8,1_3_8_6_5_3,5_3_1,1_1_3_8_6,6_10_10_10_8_6,5_8_1_1_3_8,8_1_1_3_8_6,5_6_10_10_10_8,1_3,8_1_1_3_8,10_10,1_1_3_8_6_5"
NLB075064_01,"6_8_10_10,8_6_5_3,8_5_1,3_10_8,3_8","5_3,6_8,6_5_3,3_5,8_6_5,6_5,8_6,10_10_8_5_1_3,3_5_6_8_6_5,3_5_6_8,1_3_10_8_6_5,8_5_1_3_5_6,3_10_8_6_5_3,5_6_8_6_5_3,1_3_5_6_8_6,5_1_3_5_6_8,1_3,5_6,10_8,1_3_5_6_8"
NLB075065_01,"1_5_8_1_1_3_3_5,10_8_8_10_8_8,8_10_8_6_8_6_5","5_6_6_6_5_3,3_1_3_12,8_8,6_5,8_6,6_6,6_5_3_1_3_12,1_3_3_5_6_6,5_6_6_6_5,8_1,3_1_3_12_1,5_3_1_3_12,8_6_8_6_5_1,12_1,1_3,8_10,10_8,5_3_1_3_12_1,6_8_6_5_1_5,1_12"
NLB075068_01,"8_6_5_3,5_10_8,6_8_10_8,3_12_8","5_3,6_8_10_8_5_8,8_5_8_8_1_3,3_5,1_5_10_8_5,5_10_8_5_3_12,3_12_8_1_3_5,6_5,12_8_1_3_5,3_3,8_1,5_6_5_1_5_3,8_5,5_10,1_5,6_5_1_5_3_1,1_3,1_5_10_8_5_3,10_8,12_8_1_3_5_10"
NLB075073_01,"8_8_5_8_1,1_12_12_10_8_10_12_1,12_10,5_3_12_10","8_8,3_1,12_1_1_12_12,1_12_12,10_3_1_12,10_12,10_3_1,12_1_1_12_12_10,12_12,12_1_8_8_8_5,12_10,12_1,10_3,8_10,1_8_8_8_5_8,1_12_12_10,10_10,10_3_1_12_1_8,1_12"
NLB075074_01,"1_5_8_1_1_3_3_5,8_8_10_10_8_5,10_8_8_10_8_8","8_8,8_8_10,1_1,1_1_3_1_12_1,8_1,1_1_3_3_5_5,1_3_3_5_5_6,1_1_8_8_10_10,12_1,5_3_1_1_3_1,1_3,3_1_1_3_1_12,1_3_1_12_1,8_10,10_8,10_10,3_1_1_3_1,3_3_5_5_6_5,1_12"
NLB075079_01,"10_8_1_12_3_1,12_1","1_8,8_8,8_6_5,10_8_8_6_5_8,6_5,8_6,3_1,8_8_6_5_8_8,8_1,8_8_1_1_3_1,6_5_8_8_1_1,1_1_3_1_10_10,12_1,1_10_10_8_1,1_10_10_8_1_12,1_3_1_10_10_8,10_8,5_8_8_1_1_3,3_1_10_10_8_1,1_12"
NLB075156_01,"10_8,8_1,3_5_7_8","8_8,8_12_10_8,5_3_1_8_5_8,6_5,8_12,8_1,8_10_8_1,10_8_1_5_6_5,8_1_5_6_5_3,8_10_8_1_5,12_10,3_1_8_5_8,8_10_8_1_5_6,8_10_8,1_5,12_10_8,8_1_5_6_5,8_10,10_8"
NLB075158_01,"8_3,8_10_10_8_10_10,1_5_8_1","10_8_10_10_1_12,1_8,12_1_3_1_8,12_1_3_1_8_1,8_5_10_8_3_5,3_1,10_10_8_10_10_1,10_8_10_10_1,8_3,8_1,8_10_10,1_3_1_8_1,8_10_10_1_12_1,1_3_1_8_1_12,10_10_1_12_1,8_10,10_8,10_10,5_8,1_12"
NLB075167_01,"3_3_5_7_8,10_8,6_5_3,8_1","5_3,8_8,3_5,6_5,10_10_12_10_8_3,10_8_8_10_8_1,8_8_10_8_1,10_12_10_8_3_3,8_1,8_10_8_1,12_10,8_10_8,8_10_10_12_10_8,12_10_8,8_10,10_8,8_10_10_12_10,8_8_12,8_8_12_10"
NLB075174_01,"5_6_8_10_10_10,10_8_6_5,8_8_1","10_8_8_8_6_10,6_8,1_1,8_8,5_5,8_8_8_6,10_10_10_10_8_8,10_10_10_10_10_8,6_5,10_10,8_8_8_6_10,8_6,8_10_10_10_10_10,10_10_10_10,1_3,10_10_10,5_6"
NLB075176_01,"5_8_5,3_3_5_5,8_8_1,3_6_5_3_1,3_1_12","5_3,8_8,8_1_3_3_5_5,3_5,8_8_8_1_3_3,3_1,1_3_3_5_5_3,3_1_3,3_3,5_3_1,12_10,1_3_3_5,3_1_12_10,5_8_5_3_6_5,1_3,10_8_8_8_1_3,3_5_5_3_1_3,1_12,3_1_3_1_12_10"
NLB075184_01,"5_8_6_5,5_3_1_12,8_8_6_5,8_8_1,3_6_5_3_1","5_3,8_8,6_5_3,8_6_5,6_5,8_6,3_1,6_5_3_1_3_3,5_3_1,8_1_5_8_8_6,3_3_5_8_6,6_5_3_6_5_3,5_8_6_5_3_6,8_6_5_3,8_6_5_3_6_5,8_6_5_3_6,5_8,3_3_5_8_6_5,8_8_1_5_8_8,1_3_3_5_8_6"
NLB075191_01,"1_5_8_1,6_10_10_8,8_6_5,10_8_8_10_8_8,10_12_1_12_10,5_8_8_6","8_8_6_6_10,5_8_8_6_6_10,8_8_6_6_10_10,8_8,8_6_6_10,8_6,8_1,8_6_6_10_10_8,8_5_8_8_6_6,12_10,1_12_12_10_10_12,1_5,8_10,10_8,10_8_8_5_8_8,10_10,5_8,8_8_10_8_8,1_12,8_6_6_10_10"
NLB075249_01,"5_6_8_10_10_10,10_8_6_5,8_8_1","6_8,8_8,8_8_8_6,6_5,10_10_6_10_8,8_6,10_10_6_10,6_8_10_10_10_6,1_1,5_5,10_6_10_8_8_8,6_10_8,6_10,1_3,5_6,10_6_10_8_8,10_10,10_10_6_10_8_8,10_6_10_8"
NLB075273_01,"8_8_1_6,1_1_3_5_6_8,12_10_10_8,5_10,8_10_12_1","5_3,6_8,6_5_3,8_8,10_8_8_8_5_10,3_5,6_5,6_8_8_1,3_1,6_8_8,3_5_6_8_8_1,3_5_6_8_8,1_1_3_5_6_8,5_6,10_8,6_8_8_1_6,8_8_8_5_10_8,5_6_8_8,1_12,5_6_8_8_1"
NLB075307_03,"1_12_10,10_10_8_1_3_5_1,8_1","5_3,1_8,3_5,8_5_5_3_5_6,5_6_10_10_8_1,5_3_5_6_10_10,3_3,6_10_10_8_1_3,5_3_3_3_1_12,8_1,12_10_8_8_5_5,10_8_8_5_5_3,12_10,10_10_8_1_3,10_8_1_3_5_1,10_8,1_12_10,10_10,1_8_6_5_3_3,1_12"
